BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,24600,83099,113245,DebtCon,ProfExe,9,0,1,122.7492164,0,19,28.12573109
0,24600,71862,94704,DebtCon,Other,1,0,0,93.26171339,2,29,35.2905832
0,24700,149235,178454,DebtCon,ProfExe,5,0,0,324.1377835,0,34,38.70999145
0,24700,111107,163926,DebtCon,Mgr,15,0,1,170.6294314,1,26,32.93429181
1,24700,79347,108238,DebtCon,Other,0,1,0,45.62588779,6,49,46.99603429
0,24700,53925,83056,DebtCon,Mgr,4,0,0,251.1883928,2,25,34.88924173
0,24700,77022,112172,DebtCon,Mgr,9,0,1,306.8710779,2,28,30.12004195
0,24800,144410,211936,HomeImp,ProfExe,3,0,0,195.0703595,1,28,38.92615688
0,24800,82670,106563,DebtCon,Mgr,8,0,0,302.984432,2,28,30.95648584
0,24800,43287,72898,DebtCon,Other,8,0,0,87.01103562,1,18,34.0310957
0,24900,46116,77519,DebtCon,Other,9,0,0,120.0835519,1,19,42.92950927
0,24900,60778,94374,DebtCon,Other,5,0,0,232.1188078,1,20,34.92549001
0,24900,89530,146815,DebtCon,ProfExe,19,1,0,164.7703104,1,25,39.34585859
0,24900,92168,143484,HomeImp,ProfExe,6,0,0,159.5834421,0,31,34.14587135
0,25000,60504,93907,DebtCon,Office,1,0,0,99.99371532,0,23,33.49035424
0,25000,95651,148280,DebtCon,ProfExe,21,1,0,154.5654328,0,24,42.69533127
0,25000,83624,116976,DebtCon,ProfExe,9,0,0,129.5495932,0,19,29.42773368
0,25000,36108,84365,HomeImp,Other,23,0,0,248.8515009,0,7,26.02704025
0,25100,46614,69750,DebtCon,Office,17,0,0,193.2525794,1,22,33.71535165
0,25100,65633,100776,DebtCon,Other,15,0,1,141.9381303,0,29,40.62020969
0,25100,96627,128022,DebtCon,ProfExe,1,0,0,197.6334714,3,37,35.98054235
0,25100,66938,92544,DebtCon,ProfExe,8,1,1,135.6650702,4,26,34.56587631
0,25100,24205,54464,DebtCon,Other,25,0,0,116.4407697,0,11,22.45936936
0,25100,137489,168216,DebtCon,Other,7,1,0,211.2089809,1,20,34.76794885
0,25200,55283,103324,DebtCon,ProfExe,0,0,0,181.4513682,0,26,32.92386047
0,25200,63258,100392,DebtCon,ProfExe,0,0,0,194.7013158,0,25,35.27446098
0,25200,73168,93608,DebtCon,Office,9,0,0,151.1214795,0,21,35.59032677
0,25200,55823,90658,DebtCon,Office,0,0,0,85.31414308,0,22,35.57129493
0,25300,60084,88898,DebtCon,Other,7,0,0,227.0869244,0,19,36.44443099
0,25300,137813,214014,HomeImp,ProfExe,5,0,0,187.1925099,0,27,38.65684666
0,25300,122933,157009,DebtCon,Mgr,3,0,0,280.5738445,0,24,38.74080142
0,25300,51261,87025,DebtCon,Mgr,4,0,0,249.8361848,2,25,31.65878641
0,25300,62540,101165,DebtCon,ProfExe,0,0,0,195.4513312,0,25,35.20086451
1,25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.75976024
0,25400,82553,107422,DebtCon,Mgr,9,1,0,305.7597054,2,29,32.72167844
0,25400,158111,209649,HomeImp,Other,10,0,0,254.3361895,1,34,43.13677016
0,25400,69035,108365,DebtCon,ProfExe,13,0,0,281.2219109,1,33,39.5433415
0,25400,61771,105880,DebtCon,Other,17,0,1,130.1504229,0,29,37.19524901
0,25500,44562,79481,DebtCon,Other,10,0,0,126.2778082,1,19,40.25073803
0,25500,50847,79738,DebtCon,Other,20,0,0,204.6779007,0,26,35.86008764
0,25500,84267,117833,DebtCon,ProfExe,12,0,1,123.7568565,0,18,27.47115778
0,25500,235839,267506,HomeImp,Self,5,0,0,240.2170139,3,51,39.04842776
0,25600,241570,264772,HomeImp,Self,4,1,0,260.7419889,2,50,37.37997465
0,25600,196689,247025,DebtCon,Other,8,0,0,105.425354,1,25,42.6702753
0,25600,240092,263958,HomeImp,Self,5,1,0,245.6794706,2,51,38.97353933
1,25600,105480,126389,DebtCon,Mgr,25,0,2,307.4029037,2,35,36.76382417
0,25600,140649,212089,HomeImp,ProfExe,4,0,0,187.8714209,0,29,40.03321863
0,25600,76102,119391,DebtCon,Other,5,0,0,87.62538217,1,32,40.92995432
0,25700,31333,56733,DebtCon,Other,13,0,0,97.08615056,2,25,30.61978676
0,25700,32039,54499,DebtCon,Other,15,0,0,114.8074121,2,24,31.14295705
0,25700,197425,242602,DebtCon,Other,8,0,0,102.9603455,2,26,41.27712717
0,25700,43881,69954,DebtCon,Other,10,0,0,126.4730656,0,20,40.76906182
0,25700,103598,144594,DebtCon,Mgr,19,0,0,217.944828,0,13,41.13564938
0,25700,63054,104624,DebtCon,Other,15,0,1,132.1071172,0,29,40.20529288
0,25800,82058,116330,DebtCon,ProfExe,11,0,1,128.4471699,0,18,27.98945739
0,25800,112388,180313,DebtCon,Sales,16,0,0,295.5460058,0,31,33.24109601
1,25900,42105,73249,DebtCon,Other,2,0,0,109.2111561,3,22,31.80908592
0,25900,118965,154728,DebtCon,ProfExe,8,0,0,101.1976068,3,26,32.59840187
0,25900,80663,122372,DebtCon,ProfExe,10,0,1,133.669494,0,18,26.57393079
0,25900,152071,185893,HomeImp,Self,0,0,0,185.543512,0,16,40.6422789
0,25900,58693,86469,DebtCon,Office,1,0,1,94.12956341,0,23,32.12756274
1,25900,21852,57518,HomeImp,Other,2,0,0,80.16847942,2,11,31.98368604
0,26000,150773,179077,DebtCon,Other,1,0,0,186.914467,0,35,38.70777971
0,26000,238005,260479,HomeImp,Self,5,1,0,242.2901595,2,51,35.45765879
0,26000,139904,172310,DebtCon,Other,6,1,0,204.1144147,0,19,34.83482969
0,26000,75034,100852,DebtCon,Office,10,0,0,152.3539807,0,20,36.3563094
0,26000,81764,118388,DebtCon,ProfExe,9,0,0,130.1924181,0,18,28.15413466
0,26000,20119,54563,DebtCon,Other,24,0,0,126.9879594,0,11,25.62363851
0,26100,113266,182082,DebtCon,Sales,18,0,0,304.8524691,1,31,33.19394936
0,26100,150464,203202,HomeImp,Other,10,0,0,248.4819453,1,33,43.11219067
0,26100,20566,50534,DebtCon,Other,24,0,0,140.5532102,1,10,24.09826676
0,26200,105096,136580,DebtCon,Mgr,9,2,0,181.3585917,4,17,39.18736161
0,26200,141109,245422,HomeImp,ProfExe,28,0,0,343.7871223,1,18,38.11355594
0,26200,72648,123582,DebtCon,Office,0,1,0,331.3528857,0,23,37.54583738
0,26200,189252,241754,DebtCon,Other,9,0,0,97.31488774,2,25,40.31269773
0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.4832581,0,18,27.83750961
0,26300,118304,177819,DebtCon,Sales,17,0,0,299.2172523,1,30,34.36826933
0,26300,25685,51023,DebtCon,Other,35,0,0,261.470872,0,23,40.08504815
0,26300,52296,91041,DebtCon,Other,24,1,2,193.8537132,0,19,24.89378113
0,26300,78851,109090,DebtCon,Office,8,0,0,405.4304292,0,44,42.34162639
0,26400,43781,66030,DebtCon,Office,17,0,0,184.3849541,2,21,31.48990578
0,26400,79163,123792,DebtCon,Office,0,0,0,310.6145549,0,24,38.1099786
0,26400,128413,207302,DebtCon,ProfExe,9,0,0,228.0151317,3,26,17.87219518
0,26400,153853,188760,HomeImp,Self,2,0,0,172.5708333,0,17,43.35819405
0,26400,196412,250164,DebtCon,Other,9,0,0,97.27834927,1,26,42.334246
0,26400,59288,87753,DebtCon,Other,8,1,1,145.8824924,3,29,38.97248671
0,26500,240782,267675,HomeImp,Self,6,0,0,229.3070258,1,50,37.740919
0,26500,112059,179599,DebtCon,Sales,15,0,0,313.2053014,0,30,36.35910417
1,26500,61223,92255,DebtCon,Other,2,0,1,214.0325389,0,17,1.85553998
0,26500,76599,119041,DebtCon,Other,4,0,0,97.26565847,1,31,40.12650973
0,26600,61151,97072,DebtCon,Other,16,0,1,133.4481104,0,29,39.22971154
0,26600,94954,131913,DebtCon,ProfExe,0,1,0,187.1408236,2,37,35.27011322
1,26600,84843,115850,DebtCon,Sales,2,0,0,137.5388776,2,37,42.57188992
0,26600,128238,165316,DebtCon,Mgr,1,0,0,236.0659719,2,23,36.93931917
0,26700,40785,75601,DebtCon,Mgr,14,1,0,98.2405209,5,15,34.15422819
0,26700,144243,176096,DebtCon,Other,1,0,0,194.6797961,0,34,40.47924358
0,26700,23361,55483,DebtCon,Other,36,0,0,280.8076057,1,23,39.89165429
0,26700,186185,233480,DebtCon,ProfExe,0,0,0,290.578837,1,32,41.74120105
0,26800,149729,183027,DebtCon,ProfExe,7,0,0,331.2565571,0,34,37.00088322
0,26800,133594,173255,DebtCon,Other,8,0,0,215.968328,1,19,36.94699749
0,26800,148471,183284,DebtCon,ProfExe,4,0,0,323.262383,0,35,37.27227131
0,26800,139309,166621,DebtCon,Other,5,0,0,217.2114826,0,20,35.18585706
0,26800,46236,62711,DebtCon,Office,17,0,0,175.075058,1,22,33.05993364
0,26800,35485,74949,DebtCon,Mgr,14,0,0,84.76662481,5,15,36.19145855
1,26800,18459,53907,DebtCon,Other,0,0,0,200.4170271,0,6,71.51211057
0,26900,74982,126972,DebtCon,Office,0,0,0,315.8189112,0,23,38.32598985
0,26900,67144,92923,DebtCon,Other,16,0,0,89.11217349,1,17,32.79147803
0,26900,47882,78854,DebtCon,Other,11,0,0,132.3473921,0,19,41.13070668
0,26900,72848,101736,DebtCon,Office,10,0,0,131.4096343,0,21,36.36902746
1,27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.22776308
0,27000,13718,35684,DebtCon,Other,16,2,0,122.2944468,1,18,24.35575958
0,27000,144901,178093,DebtCon,ProfExe,7,0,0,331.1139721,0,34,40.5665519
0,27000,54834,85391,DebtCon,Other,9,0,1,132.5785446,2,30,39.30573912
0,27000,60631,86091,DebtCon,Other,24,0,2,200.1414536,1,20,26.24875663
0,27100,44095,77587,DebtCon,Mgr,14,1,0,92.14002902,6,15,33.5355472
0,27100,20479,46735,DebtCon,Other,24,0,0,103.8162897,0,10,24.25867722
0,27200,145725,179197,DebtCon,Other,1,0,0,183.3762884,0,34,40.28747993
0,27200,83894,121302,DebtCon,ProfExe,6,0,1,124.2746965,0,18,29.73248931
0,27200,101680,134864,DebtCon,Office,10,0,1,150.596198,0,29,40.88049467
0,27200,97541,126368,DebtCon,ProfExe,0,1,0,186.7785479,3,38,34.81068944
0,27200,58383,92484,DebtCon,Other,22,1,2,170.0723235,1,20,23.80982026
0,27300,66878,93656,DebtCon,Office,11,0,0,153.7959046,0,20,39.08500634
0,27300,55973,93503,DebtCon,Other,22,0,1,167.7417315,0,19,26.21017597
0,27300,53223,86696,DebtCon,Office,0,0,0,96.07068788,0,22,34.51779051
0,27300,127260,212953,DebtCon,ProfExe,9,0,0,244.1654213,3,26,21.24119477
0,27300,149950,177309,DebtCon,ProfExe,6,0,0,328.1681227,0,35,39.15955376
1,27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.6276594
0,27400,195497,246354,DebtCon,Other,8,0,0,89.26442741,1,25,39.66482299
0,27400,100951,149305,DebtCon,Mgr,21,0,0,194.5330279,0,13,41.64417205
0,27400,41370,70528,DebtCon,Office,18,0,0,180.204345,1,21,33.4950887
0,27500,145774,206788,HomeImp,ProfExe,4,0,0,191.9410188,0,27,38.00119223
0,27500,150666,192346,HomeImp,Self,3,0,0,177.8714733,0,17,39.97865033
0,27500,23439,47177,DebtCon,Other,25,0,0,112.8945073,0,11,23.02289409
0,27600,54584,86568,DebtCon,Other,22,0,0,214.8157373,1,27,35.2239708
0,27600,121592,153432,DebtCon,Mgr,2,0,0,297.0016085,0,24,40.01531648
0,27600,103898,130784,DebtCon,Office,11,0,0,147.1283978,0,29,42.00981358
0,27600,64818,91915,DebtCon,Other,16,0,0,99.60460781,0,17,32.46114433
0,27600,153063,202542,HomeImp,Other,10,0,0,266.938956,2,33,42.82914582
0,27600,124139,157940,DebtCon,Mgr,4,0,0,288.8865396,0,24,38.22673698
0,27600,123121,157337,DebtCon,Mgr,2,0,0,283.2828535,0,24,36.94827386
0,27600,74964,118507,DebtCon,Other,5,0,0,91.7112462,1,32,39.14675577
0,27700,63962,101676,DebtCon,Other,15,0,1,138.5694126,0,30,37.38458848
0,27700,54617,87722,DebtCon,Other,9,0,1,132.4113818,3,29,39.63110299
0,27700,73148,101462,DebtCon,ProfExe,10,0,0,264.6053894,0,33,40.47579335
0,27700,54541,78832,DebtCon,Office,0,0,0,186.0208426,2,19,39.61433498
0,27700,149169,183234,DebtCon,ProfExe,8,0,0,314.7858392,0,35,37.63668272
0,27700,141930,182516,DebtCon,ProfExe,0,0,0,235.6305765,2,19,41.9588135
0,27700,35132,71456,DebtCon,Mgr,13,0,0,84.8749672,5,16,35.65073032
0,27800,96332,123598,DebtCon,ProfExe,1,0,0,190.3137746,2,38,33.85589547
0,27800,19600,50594,DebtCon,Other,24,0,0,137.2340443,1,10,24.52237465
0,27800,142356,177328,DebtCon,ProfExe,6,0,0,315.1755675,0,35,38.59599092
0,27800,181405,229116,DebtCon,ProfExe,0,0,0,297.9981443,0,32,43.52042818
0,27900,137006,207997,HomeImp,ProfExe,5,0,0,194.0931469,1,28,36.90607516
0,27900,66027,102745,DebtCon,ProfExe,9,0,0,298.1032514,1,32,38.25030605
0,27900,149359,192955,HomeImp,Self,0,0,0,172.5795906,1,16,40.13553136
0,27900,142346,185057,DebtCon,ProfExe,9,0,1,155.548699,0,36,39.39704272
0,27900,135511,184219,DebtCon,ProfExe,1,1,0,241.0522835,2,19,38.60649271
1,27900,90694,121543,DebtCon,Mgr,5,2,1,107.0462506,8,15,0.838117525
0,28000,140770,209726,HomeImp,ProfExe,5,0,0,190.329522,0,27,38.88660597
0,28000,62376,104073,DebtCon,Other,16,1,0,146.1419296,0,30,39.75984964
0,28100,100420,207737,DebtCon,Other,22,0,0,197.1981219,0,19,26.37254872
0,28100,96160,128767,DebtCon,Office,10,0,1,154.672858,0,29,41.11794458
0,28100,112564,162129,DebtCon,ProfExe,7,0,0,115.564462,2,26,33.09168147
0,28200,90485,123674,DebtCon,Other,1,0,1,189.7347419,2,25,41.67698554
0,28200,44363,72966,DebtCon,Mgr,16,1,0,82.27059459,6,16,34.98052537
0,28200,61038,87534,DebtCon,Other,8,0,0,137.4878193,3,30,39.3600186
0,28200,44321,63050,DebtCon,Office,19,0,0,182.2473057,2,22,32.47716703
0,28200,185607,227617,DebtCon,ProfExe,0,0,0,311.0627554,0,33,42.435285
0,28200,51663,92860,DebtCon,Other,24,0,1,172.3406543,0,20,26.9130048
0,28200,148772,186023,HomeImp,Self,3,0,0,203.5758597,1,17,43.30465807
0,28300,126942,166797,DebtCon,Mgr,0,0,0,244.7222847,1,23,33.394854
0,28300,71973,119224,DebtCon,Other,4,0,0,89.37995232,2,32,39.98105906
1,28300,104686,136033,HomeImp,ProfExe,13,0,2,291.1716614,1,27,5.762994872
0,28400,90823,126845,DebtCon,Other,1,0,0,188.7734549,1,25,42.89671511
0,28400,150784,192411,HomeImp,Self,0,0,0,173.3054934,1,16,41.54325414
0,28400,197852,243593,DebtCon,Other,10,0,0,111.1086801,2,26,41.21496534
0,28400,112996,175817,DebtCon,Sales,17,0,0,303.2820551,1,31,36.2890026
0,28400,53480,90560,DebtCon,Other,24,0,1,174.4747237,0,19,24.49083911
0,28400,206126,238745,HomeImp,Other,9,0,0,119.0697634,1,42,41.67018774
0,28500,49461,83352,DebtCon,Other,21,0,0,210.0250584,0,26,37.3017641
0,28500,84908,108385,DebtCon,Office,10,0,0,384.2850469,0,45,41.34201094
0,28500,43413,73248,DebtCon,Mgr,13,0,0,102.5670171,6,16,35.67150508
0,28600,94165,130285,DebtCon,Office,10,0,1,137.8133309,0,28,42.08001604
0,28600,85174,127306,DebtCon,Other,1,0,0,193.0739135,1,24,40.65624858
0,28600,39009,75893,DebtCon,Mgr,12,1,0,85.62551999,6,15,33.97581441
0,28600,105907,156126,DebtCon,ProfExe,10,0,0,165.090735,1,17,33.23130088
0,28700,131767,214558,DebtCon,ProfExe,10,0,0,238.794891,2,27,20.52327227
0,28700,67951,106093,DebtCon,ProfExe,11,0,0,263.7439223,0,32,40.21223483
0,28800,204455,245685,HomeImp,Other,8,0,0,123.3967471,1,42,42.34547139
0,28800,132019,168828,DebtCon,Mgr,0,0,0,231.286134,1,24,35.49030567
0,28900,135770,188368,DebtCon,ProfExe,0,1,0,229.7532224,2,19,40.63187139
0,28900,91683,127833,DebtCon,ProfExe,0,1,0,187.2424028,3,37,33.16875685
1,28900,63748,36392,DebtCon,Sales,9,4,1,124.2478986,6,23,44.57850006
0,28900,102108,147463,DebtCon,Mgr,19,0,0,205.8658949,0,13,41.65421132
0,28900,109888,182229,DebtCon,Sales,16,0,0,302.2264177,1,30,33.3190619
0,28900,29515,49525,DebtCon,Other,36,0,0,288.6562467,0,24,39.60580772
0,29200,116202,160084,DebtCon,ProfExe,6,0,0,124.1214617,3,26,32.64452984
0,29200,50105,83815,DebtCon,Other,21,0,0,188.2010287,0,26,35.59575067
0,29400,119256,160683,DebtCon,ProfExe,6,0,0,109.121197,3,27,33.30176289
0,29400,39354,75553,DebtCon,Mgr,13,1,0,77.34259704,6,15,35.11044889
0,29500,50079,80222,DebtCon,Office,1,0,0,147.9901182,2,19,38.139022
0,29500,48590,81354,DebtCon,Office,0,0,0,157.0263263,3,18,40.17061829
0,29700,100657,148653,DebtCon,Other,14,0,0,221.9253115,0,40,42.30290733
0,29800,134560,187551,DebtCon,ProfExe,1,0,0,225.0922987,1,19,39.21193749
0,29900,135955,182161,DebtCon,ProfExe,0,0,0,235.3710385,2,18,38.69974659
0,29900,131756,167302,DebtCon,Mgr,0,0,0,237.5622414,1,24,35.04310052
0,30000,109583,153132,DebtCon,ProfExe,10,0,0,162.3840072,1,16,33.76030524
0,30000,15214,38094,DebtCon,Other,26,0,0,199.4697909,0,15,39.5498738
0,30100,228006,285921,DebtCon,ProfExe,15,0,0,250.5398841,2,25,27.81329141
0,30100,78124,116280,DebtCon,Mgr,10,0,0,73.75338352,1,35,26.40633196
0,30200,106594,148695,DebtCon,Other,13,0,0,239.918405,1,39,41.27520899
0,30300,137927,182588,DebtCon,ProfExe,1,1,0,248.980672,1,18,40.36185207
0,30300,18306,66747,DebtCon,Other,1,0,0,95.18143755,1,6,37.58289841
0,30300,36014,76525,DebtCon,Mgr,14,0,0,88.93446885,5,16,34.9372716
0,30400,46948,80473,DebtCon,Office,0,0,0,151.5970972,2,19,37.75387662
0,30400,55429,103948,DebtCon,Office,3,0,0,182.4841642,1,25,35.15098079
0,30500,113822,148478,DebtCon,ProfExe,10,0,0,165.7882784,0,16,31.16320701
0,30500,108736,147531,DebtCon,Other,13,0,0,228.6103591,1,40,43.12276156
0,30500,124225,181129,DebtCon,Mgr,11,0,0,189.4391712,2,28,43.16839173
1,30500,18375,61738,DebtCon,Mgr,20,3,5,141.7031333,0,28,45.3547887
0,30600,54372,78653,DebtCon,Office,0,0,0,156.4135697,3,19,40.61109433
0,30700,14834,64870,DebtCon,Other,1,0,0,99.70436212,1,5,36.69232406
0,30800,15428,45495,DebtCon,Other,28,0,0,200.5091243,0,15,42.38798551
0,30800,195221,293118,DebtCon,Other,29,0,0,151.9574182,0,22,38.18102732
0,30800,54981,82038,DebtCon,Office,2,0,0,165.0778474,2,19,41.23925628
0,30900,230978,291013,DebtCon,ProfExe,12,0,1,268.394238,1,26,26.24819069
0,31000,133471,188154,DebtCon,ProfExe,0,0,0,218.5382606,2,18,40.31508349
1,31000,67794,103535,DebtCon,Mgr,7,0,1,116.8989899,1,31,44.06542878
0,31100,136521,188264,DebtCon,ProfExe,1,1,0,227.6518778,2,19,38.51864488
0,31200,22907,46357,DebtCon,Other,0,0,0,62.41629688,0,6,15.02803747
0,31200,124295,176185,DebtCon,Mgr,12,0,0,171.2144163,1,27,43.17681901
0,31200,15557,62847,DebtCon,Other,0,0,0,99.56044187,1,6,37.39411875
0,31300,188655,298090,DebtCon,Other,28,0,0,153.0868546,0,22,40.29677071
0,31300,106960,144201,DebtCon,Other,15,0,0,230.4130352,0,40,42.66665957
0,31500,49020,100700,DebtCon,Office,4,0,0,169.6890389,1,25,36.03464456
0,31500,10879,58089,DebtCon,Other,0,0,0,94.24803572,0,5,38.66240227
0,31600,15036,44220,DebtCon,Other,28,0,0,204.7009169,0,14,42.61822346
0,31700,55247,103246,DebtCon,Office,3,0,0,177.2769279,1,25,35.30277411
0,31800,226152,283022,DebtCon,ProfExe,4,0,1,209.2973763,0,29,15.73414368
0,31800,195134,299299,DebtCon,Other,29,0,0,161.8851264,0,22,38.63702392
0,31900,23517,47805,DebtCon,Other,0,0,0,78.81360028,0,7,16.7277481
0,31900,83226,115509,DebtCon,Mgr,11,0,0,79.03011561,0,34,26.52185952
0,32000,22832,43358,DebtCon,Other,1,0,0,68.32898424,0,7,13.66579769
0,32100,127901,176592,DebtCon,Mgr,12,0,0,186.6022388,2,27,40.95937708
0,32200,118793,171024,DebtCon,ProfExe,16,0,0,119.6034777,1,16,29.01132772
0,32200,188427,293790,DebtCon,Other,27,0,0,157.7262908,0,23,37.06575888
0,32300,195243,294372,DebtCon,Other,27,0,0,150.2093805,0,22,39.07277566
0,32300,14163,60626,DebtCon,Other,0,0,0,109.031088,1,6,36.50108651
0,32300,133193,174905,DebtCon,Mgr,13,0,0,177.0516476,1,28,39.4756896
0,32300,194350,299720,DebtCon,Other,28,0,0,170.1968674,0,23,40.25151003
0,32500,124548,169881,DebtCon,ProfExe,16,0,0,129.524283,1,17,28.85081359
0,32500,193409,297294,DebtCon,Other,30,0,0,150.7998535,0,22,40.59278045
0,32700,14955,38584,DebtCon,Other,29,0,0,197.9863148,0,14,41.52909627
0,32800,13781,43371,DebtCon,Other,28,0,0,203.8393048,0,14,40.65777994
0,32900,49709,101222,DebtCon,Office,2,0,0,181.9098245,2,24,35.04559626
0,32900,9200,66056,DebtCon,Other,0,0,0,107.6734382,1,6,37.18955165
0,33000,54821,104724,DebtCon,Office,1,0,0,164.3009187,1,24,34.39190747
0,33000,227543,289091,DebtCon,ProfExe,3,0,0,203.9415862,0,29,17.42563348
1,33100,111917,156552,DebtCon,Mgr,12,0,0,107.2948996,2,37,41.44154866
0,33100,238018,44379,DebtCon,Mgr,3,0,2,195.3652599,3,49,40.41559886
0,33200,119049,175867,DebtCon,ProfExe,17,0,0,112.4677853,0,16,28.51781662
0,33200,57419,103648,DebtCon,Office,4,0,0,175.3867231,1,25,34.28625051
0,33300,19675,47894,DebtCon,Mgr,6,0,0,42.43527965,0,7,36.66861708
0,33400,20921,37363,DebtCon,Other,28,0,0,198.8970467,0,14,42.55636282
0,33500,240157,42013,DebtCon,Mgr,3,0,2,201.6122988,2,50,41.64479426
0,33500,49292,104421,DebtCon,Office,1,0,0,161.8332356,1,25,36.89609946
0,33600,79877,118554,DebtCon,Mgr,9,0,0,78.32776771,1,35,25.01202037
0,33600,233630,284049,DebtCon,ProfExe,4,0,0,218.9936962,0,30,14.07235376
0,33700,12512,42634,DebtCon,Other,28,0,0,184.134954,0,15,42.48237422
0,33700,28956,45640,DebtCon,Other,0,0,0,59.04270368,0,6,16.49508064
0,33700,83471,133221,DebtCon,Mgr,29,0,0,334.5812066,0,19,39.09556626
0,33700,26395,48905,DebtCon,Mgr,6,0,0,48.71005322,0,7,36.42433271
0,33900,13154,62208,DebtCon,Other,1,0,0,111.980657,1,5,37.4669773
0,33900,232317,38412,DebtCon,Mgr,2,0,2,213.2096514,3,50,42.5578291
0,34000,232312,286305,DebtCon,ProfExe,4,0,0,219.6589319,0,29,15.73593489
0,34000,57025,103563,DebtCon,Office,3,0,0,173.4941319,2,24,36.91389765
0,34100,138523,196555,DebtCon,ProfExe,21,0,0,185.0054347,1,22,38.8960395
0,34100,241931,36486,DebtCon,Mgr,1,0,2,196.0088316,3,50,42.45858179
0,34300,118911,168901,DebtCon,ProfExe,16,0,0,134.7340235,0,17,28.81751546
0,34400,97971,145124,DebtCon,Other,13,0,0,67.83204167,1,36,40.40270584
0,34600,27851,42623,DebtCon,Mgr,6,0,0,45.92716617,0,7,35.13109271
0,34600,143542,195327,DebtCon,ProfExe,23,0,0,174.6353487,1,22,37.44738401
0,34800,139519,195663,DebtCon,ProfExe,22,0,0,182.6647722,0,22,36.95591736
0,34900,121550,174507,DebtCon,ProfExe,17,0,0,110.9431095,1,17,30.69930302
0,35000,239058,40848,DebtCon,Mgr,4,0,1,212.0154058,3,49,40.13181545
0,35100,88197,132776,DebtCon,Mgr,30,0,0,333.0463123,0,20,39.29472094
0,35200,239987,43028,DebtCon,Mgr,2,0,1,210.1890052,3,49,41.33662673
0,35300,83439,134691,DebtCon,Mgr,30,0,0,355.8060308,0,20,41.88307125
0,35600,20552,46697,DebtCon,Mgr,7,0,0,45.14448683,0,6,36.06282742
0,35700,238104,43026,DebtCon,Mgr,3,0,1,206.6470786,3,49,41.27663712
0,36000,204292,268436,DebtCon,ProfExe,3,0,0,243.2954303,0,31,30.93897745
0,36000,203680,270992,DebtCon,ProfExe,3,0,0,234.0239751,0,32,29.69634581
0,36100,94801,146627,DebtCon,Other,11,0,0,64.37879289,1,36,40.23487119
1,36100,233417,324987,HomeImp,ProfExe,4,0,0,152.2454279,0,25,21.86293891
0,36300,142395,195120,DebtCon,ProfExe,22,0,0,185.3593721,0,22,38.35509489
0,36300,35072,74829,DebtCon,ProfExe,4,1,0,195.5596417,2,18,23.01985524
0,36500,141200,195729,DebtCon,ProfExe,23,0,0,182.7288948,0,22,37.40550958
0,36500,18101,42320,DebtCon,Mgr,7,0,0,49.74620282,0,7,36.50100933
1,36800,125894,172184,DebtCon,Office,11,0,1,214.7311603,1,33,43.84754372
0,37000,34085,70596,DebtCon,ProfExe,3,0,0,195.3633838,2,18,25.59242395
0,37200,202627,268857,DebtCon,ProfExe,3,0,0,248.1703603,0,31,31.85939856
1,37300,68789,86172,HomeImp,Self,2,0,6,235.6379056,2,25,114.0505277
0,37700,141260,205493,HomeImp,ProfExe,5,0,0,148.1372394,0,31,34.3029739
0,37700,31687,76454,DebtCon,ProfExe,5,0,0,192.3516702,2,18,23.87340882
0,38000,97759,139899,DebtCon,Other,11,0,0,62.85866966,1,36,41.78849218
1,38000,94083,132791,DebtCon,Self,10,0,1,212.992728,0,64,62.80173209
0,38100,67559,113024,DebtCon,Mgr,16,0,0,190.6766714,0,22,40.23960964
0,38100,93544,142231,DebtCon,Other,11,0,0,55.10985031,0,36,41.2954003
0,38300,93255,144457,DebtCon,Other,10,0,0,73.65685393,1,36,41.93949606
0,38400,31458,71821,DebtCon,ProfExe,4,0,0,191.9755584,2,17,24.98536247
1,38700,119847,162365,HomeImp,ProfExe,13,0,0,149.8027955,0,39,47.91511242
1,38900,120006,160771,HomeImp,ProfExe,13,0,0,137.6353734,0,40,46.70158524
1,39000,399412,511164,DebtCon,ProfExe,5,0,0,181.9624008,0,21,43.73003185
0,39100,68135,108723,DebtCon,Mgr,15,0,1,193.6861891,0,22,38.57899271
0,39500,30972,70545,DebtCon,ProfExe,3,0,0,197.4524289,2,17,25.36055735
0,39500,68117,117084,DebtCon,Mgr,15,0,0,198.0997869,0,21,40.2048745
0,40000,145351,208657,HomeImp,ProfExe,3,0,0,153.8265438,0,31,36.09992698
0,40100,58784,115430,DebtCon,Mgr,17,0,1,183.5200567,0,22,39.38915656
0,40400,63131,109395,DebtCon,Mgr,14,0,0,198.4484187,0,21,39.55593621
0,40400,145423,203712,HomeImp,ProfExe,5,0,0,150.8043968,0,31,37.30801307
0,40600,362909,466731,HomeImp,ProfExe,4,0,0,305.8124192,4,14,42.93033947
0,40700,150283,208676,HomeImp,ProfExe,5,0,0,152.1022715,0,31,36.90999415
